"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Date
Malawi,"33,827",,"1,128 ",,"31,479",,"1,220",23,"1,734",58,"223,964","11,479","19,510,895 ",2021-04-12
Thailand,"33,610",+985,97 ,,"28,248",+34,"5,265",1,481,1,"8,124,896","116,176","69,936,240 ",2021-04-12
Sudan,"30,111",,"2,063 ",,"24,214",,"3,834",,675,46,"232,965","5,219","44,639,104 ",2021-04-12
Malta,"29,661",+47,402 ,,"28,706",+52,553,,"67,037",909,"834,763","1,886,649","442,458 ",2021-04-12
Australia,"29,419",+17,909 ,,"26,361",+5,"2,149",,"1,143",35,"16,141,909","627,375","25,729,274 ",2021-04-12
DRC,"28,542",,745 ,,"25,841",,"1,956",,311,8,"143,197","1,562","91,655,486 ",2021-04-12
Madagascar,"28,541",+478,506 ,6.0,"24,105",+227,"3,930",246,"1,011",18,"155,563","5,509","28,239,647 ",2021-04-12
Maldives,"25,617",,67 ,,"22,551",,"2,999",82,"46,754",122,"668,667","1,220,402","547,907 ",2021-04-12
Angola,"23,457",,553 ,,"22,058",,846,13,697,16,"440,970","13,104","33,652,304 ",2021-04-12
Rwanda,"23,426",,315 ,,"21,243",,"1,868",6,"1,775",24,"1,220,068","92,431","13,199,759 ",2021-04-12
Guinea,"21,032",+83,136 ,2.0,"18,613",+50,"2,283",24,"1,569",10,"414,630","30,926","13,407,156 ",2021-04-12
Gabon,"20,636",,127 ,,"17,456",,"3,053",20,"9,106",56,"662,689","292,417","2,266,246 ",2021-04-12
Syria,"20,226",,"1,378 ",,"14,012",,"4,836",,"1,134",77,,,"17,828,502 ",2021-04-12
Mayotte,"19,643",,167 ,,"2,964",,"16,512",7,"70,686",601,"162,430","584,510","277,891 ",2021-04-12
Cabo Verde,"19,005",,182 ,,"17,197",,"1,626",23,"33,897",325,"136,977","244,309","560,670 ",2021-04-12
French Polynesia,"18,652",,141 ,,"4,842",,"13,669",2,"66,102",500,"26,355","93,401","282,170 ",2021-04-12
Mauritania,"18,022",,450 ,,"17,347",,225,14,"3,799",95,"214,857","45,292","4,743,824 ",2021-04-12
French Guiana,"17,549",,94 ,,"9,995",,"7,460",9,"57,604",309,"169,271","555,628","304,648 ",2021-04-12
Réunion,"17,508",,123 ,,"16,011",,"1,374",54,"19,447",137,"100,098","111,186","900,274 ",2021-04-12
Eswatini,"17,376",,669 ,,"16,645",,62,3,"14,858",572,"173,720","148,544","1,169,482 ",2021-04-12
Mongolia,"15,718",+704,25 ,3.0,"9,516",+357,"6,177",88,"4,736",8,"2,479,832","747,130","3,319,145 ",2021-04-12
Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,372",9,,,"9,702,976 ",2021-04-12
Burkina Faso,"12,956",,152  ,,"12,593",,211,,607,7,"175,176","8,207","21,344,682 ",2021-04-12
Haiti,"12,840",,251 ,,"11,447",,"1,142",,"1,116",22,"54,379","4,724","11,510,273 ",2021-04-12
Andorra,"12,545",,120 ,,"11,825",,600,12,"162,162","1,551","193,595","2,502,488","77,361 ",2021-04-12
Belize,"12,485",,318 ,,"12,106",,61,1,"30,964",789,"103,373","256,376","403,209 ",2021-04-12
Somalia,"12,406",,618 ,,"5,222",,"6,566",,764,38,"99,591","6,134","16,234,617 ",2021-04-12
Guadeloupe,"12,140",,174 ,,"2,242",,"9,724",13,"30,337",435,"159,029","397,397","400,177 ",2021-04-12
Togo,"12,006",,116 ,,"9,274",,"2,616",,"1,424",14,"291,705","34,610","8,428,407 ",2021-04-12
Mali,"11,844",,408 ,,"7,143",,"4,293",,572,20,"243,860","11,781","20,699,744 ",2021-04-12
Hong Kong,"11,595",+13,207 ,,"11,214",+8,174,7,"1,537",27,"11,193,673","1,483,745","7,544,203 ",2021-04-12
Curaçao,"11,355",,66 ,,"6,521",,"4,768",22,"68,979",401,"84,951","516,059","164,615 ",2021-04-12
Guyana,"11,149",,255 ,,"9,721",,"1,173",15,"14,122",323,"99,349","125,838","789,502 ",2021-04-12
Lesotho,"10,707",,315 ,,"4,674",,"5,718",,"4,967",146,"71,129","33,000","2,155,435 ",2021-04-12
South Sudan,"10,381",+9,114 ,,"10,148",+58,119,,919,10,"139,846","12,381","11,295,469 ",2021-04-12
Congo,"10,084",,137 ,,"8,208",,"1,739",,"1,793",24,"92,500","16,451","5,622,812 ",2021-04-12
Aruba,"10,050",,92 ,,"9,411",,547,14,"93,822",859,"135,812","1,267,873","107,118 ",2021-04-12
Djibouti,"9,876",,96 ,,"7,985",,"1,795",,"9,885",96,"139,794","139,916","999,126 ",2021-04-12
Bahamas,"9,364",,189 ,,"8,837",,338,4,"23,637",477,"79,493","200,659","396,160 ",2021-04-12
Suriname,"9,302",,182 ,,"8,669",,451,10,"15,747",308,"46,103","78,047","590,711 ",2021-04-12
Martinique,"9,028",,57 ,,98,,"8,873",5,"24,072",152,"133,358","355,585","375,038 ",2021-04-12
Papua New Guinea,"8,602",+160,69 ,1.0,846,,"7,687",,948,8,"70,260","7,740","9,078,024 ",2021-04-12
Trinidad and Tobago,"8,404",,146 ,,"7,740",,518,14,"5,990",104,"115,779","82,522","1,403,013 ",2021-04-12
Benin,"7,515",,93 ,,"6,452",,970,35,608,8,"548,484","44,347","12,367,868 ",2021-04-12
Equatorial Guinea,"7,219",,106 ,,"6,799",,314,11,"5,019",74,"115,364","80,203","1,438,395 ",2021-04-12
Nicaragua,"6,727",,179 ,,"4,225",,"2,323",,"1,006",27,,,"6,685,654 ",2021-04-12
Iceland,"6,267",+9,29 ,,"6,140",+14,98,,"18,273",85,"562,645","1,640,541","342,963 ",2021-04-12
Gambia,"5,602",,168 ,,"5,145",,289,3,"2,269",68,"59,297","24,017","2,468,937 ",2021-04-12
CAR,"5,491",,74 ,,"5,056",,361,2,"1,122",15,"40,907","8,357","4,894,717 ",2021-04-12
Yemen,"5,357",,"1,049 ",,"2,053",,"2,255",23,177,35,"22,934",756,"30,333,035 ",2021-04-12
Niger,"5,074",,189 ,,"4,747",,138,1,204,8,"93,497","3,758","24,878,798 ",2021-04-12
San Marino,"4,962",,86 ,1.0,"4,510",+7,366,8,"145,997","2,530","56,114","1,651,043","33,987 ",2021-04-12
Chad,"4,636",,167 ,,"4,286",,183,,276,10,"110,863","6,603","16,788,636 ",2021-04-12
Cambodia,"4,515",+277,30 ,1.0,"2,212",+60,"2,273",,267,2,"770,928","45,622","16,898,196 ",2021-04-12
Seychelles,"4,430",,24 ,,"4,123",,283,,"44,829",243,"21,504","217,608","98,820 ",2021-04-12
Saint Lucia,"4,348",,64 ,,"4,174",,110,3,"23,595",347,"37,578","203,919","184,279 ",2021-04-12
Gibraltar,"4,277",,94 ,,"4,181",+1,2,,"126,978","2,791","219,808","6,525,785","33,683 ",2021-04-12
Channel Islands,"4,051",,86 ,,"3,956",,9,1,"23,134",491,"399,901","2,283,752","175,107 ",2021-04-12
Sierra Leone,"4,005",,79 ,,"2,831",,"1,095",,494,10,"118,332","14,605","8,102,294 ",2021-04-12
Comoros,"3,789",,146 ,,"3,577",,66,,"4,287",165,,,"883,905 ",2021-04-12
Barbados,"3,730",,44 ,,"3,607",,79,,"12,967",153,"146,135","508,032","287,649 ",2021-04-12
Guinea-Bissau,"3,680",,66 ,,"3,069",,545,9,"1,836",33,"60,281","30,082","2,003,881 ",2021-04-12
Eritrea,"3,447",,10 ,,"3,166",,271,,962,3,"23,693","6,610","3,584,441 ",2021-04-12
Burundi,"3,154",,6 ,,773,,"2,375",,259,0.5,"90,019","7,401","12,163,222 ",2021-04-12
Liechtenstein,"2,754",+1,56 ,,"2,625",+19,73,5,"72,070","1,465","32,252","844,006","38,213 ",2021-04-12
Vietnam,"2,705",+12,35 ,,"2,445",+16,225,,28,0.4,"2,598,753","26,513","98,018,310 ",2021-04-12
New Zealand,"2,583",+9,26 ,,"2,457",+17,100,,516,5,"1,944,883","388,813","5,002,100 ",2021-04-12
Monaco,"2,375",,31 ,,"2,242",,102,6,"60,191",786,"51,953","1,316,666","39,458 ",2021-04-12
Turks and Caicos,"2,357",,17 ,,"2,280",,60,2,"60,246",435,"39,783","1,016,870","39,123 ",2021-04-12
Sao Tome and Principe,"2,266",,35 ,,"2,184",,47,,"10,193",157,"12,597","56,665","222,305 ",2021-04-12
Sint Maarten,"2,185",,27 ,,"2,118",,40,1,"50,517",624,"25,304","585,023","43,253 ",2021-04-12
Liberia,"2,042",,85 ,,"1,899",,58,2,397,17,"79,684","15,474","5,149,383 ",2021-04-12
Bermuda,"1,891",+118,16 ,2.0,998,+110,877,36,"30,451",258,"217,688","3,505,499","62,099 ",2021-04-12
St. Vincent Grenadines,"1,792",,10 ,,"1,665",,117,2,"16,113",90,"43,985","395,499","111,214 ",2021-04-12
Saint Martin,"1,693",,12 ,,"1,399",,282,7,"43,215",306,"26,385","673,499","39,176 ",2021-04-12
Isle of Man,"1,574",,29 ,,"1,445",,100,,"18,435",340,"44,761","524,238","85,383 ",2021-04-12
Caribbean Netherlands,"1,519",,14 ,,"1,396",,109,,"57,512",530,"10,011","379,032","26,412 ",2021-04-12
Antigua and Barbuda,"1,198",,30 ,,938,,230,45,"12,155",304,"16,493","167,343","98,558 ",2021-04-12
Mauritius,"1,192",,12 ,,775,,405,,936,9,"358,675","281,665","1,273,410 ",2021-04-12
Taiwan,"1,058",+1,11 ,,"1,026",+4,21,,44,0.5,"498,329","20,894","23,850,320 ",2021-04-12
Timor-Leste,947,,1 ,,443,,503,,708,0.7,"48,364","36,150","1,337,854 ",2021-04-12
Bhutan,918,,1 ,,875,,42,,"1,180",1,"651,942","837,760","778,197 ",2021-04-12
St. Barth,907,,1 ,,462,,444,,"91,616",101,"26,385","2,665,152","9,900 ",2021-04-12
Diamond Princess,712,,13 ,,699,,0,,,,,, ,2021-04-12
Faeroe Islands,661,,1 ,,660,,0,,"13,488",20,"246,793","5,035,872","49,007 ",2021-04-12
Cayman Islands,516,,2 ,,487,,27,,"7,780",30,"84,802","1,278,679","66,320 ",2021-04-12
Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"61,043,872 ",2021-04-12
Wallis and Futuna,437,+5,5 ,,44,,388,3,"39,423",451,"1,331","120,072","11,085 ",2021-04-12
Brunei ,219,,3 ,,206,,10,,497,7,"116,596","264,553","440,729 ",2021-04-12
British Virgin Islands,178,,1 ,,159,,18,,"5,858",33,"13,223","435,153","30,387 ",2021-04-12
Dominica,165,, ,,159,,6,,"2,288",,"13,500","187,175","72,125 ",2021-04-12
Grenada,155,,1 ,,152,,2,,"1,373",9,"23,989","212,427","112,928 ",2021-04-12
New Caledonia,121,, ,,58,,63,,421,,"29,182","101,457","287,628 ",2021-04-12
Fiji,68,,2 ,,64,,2,,75,2,"40,300","44,704","901,490 ",2021-04-12
Falkland Islands,60,, ,,54,,6,,"16,863",,"7,165","2,013,772","3,558 ",2021-04-12
Laos,52,+1, ,,49,+2,3,,7,,"143,481","19,502","7,357,317 ",2021-04-12
Macao,49,, ,,48,,1,,75,,"4,418","6,733","656,192 ",2021-04-12
Saint Kitts and Nevis,44,, ,,44,,0,,823,,"12,381","231,459","53,491 ",2021-04-12
Greenland,31,, ,,31,,0,,545,,"20,669","363,590","56,847 ",2021-04-12
Vatican City,27,, ,,15,,12,,"33,624",,,,803 ,2021-04-12
Anguilla,25,, ,,22,,3,,"1,655",,"14,579","965,049","15,107 ",2021-04-12
