"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Date,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,Continent,New Cases/1M pop
Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"61,104,547 ",2021-04-25,"120,0482,909,740",Africa,
Wallis and Futuna,440,,5 ,,44,,391,4,"39,718",451,"12,359","1,115,635","11,078 ",2021-04-25,"252,2161",Australia/Oceania,
Laos,323,+76, ,,49,,274,,44,,"155,190","21,083","7,361,068 ",2021-04-25,"22,79047",Asia,10.0
Brunei ,223,,3 ,,210,,10,,506,7,"118,338","268,414","440,878 ",2021-04-25,"1,977146,9594",Asia,
British Virgin Islands,194,,1 ,,183,,10,,"6,383",33,"37,158","1,222,544","30,394 ",2021-04-25,"15730,3941",North America,
Dominica,173,, ,,171,,2,,"2,398",,"14,532","201,467","72,131 ",2021-04-25,4175,North America,
Grenada,159,,1 ,,155,,3,,"1,408",9,"26,331","233,127","112,947 ",2021-04-25,"710112,9474",North America,
New Caledonia,124,, ,,58,,66,,431,,"30,081","104,548","287,725 ",2021-04-25,"2,32010",Australia/Oceania,
Fiji,91,+4,2 ,,65,,24,,101,2,"47,430","52,599","901,720 ",2021-04-25,"9,909450,86019",Australia/Oceania,4.0
Falkland Islands,63,, ,,62,,1,,"17,687",,"7,202","2,021,898","3,562 ",2021-04-25,570,South America,
Anguilla,58,, ,,29,,29,,"3,838",,"17,376","1,149,815","15,112 ",2021-04-25,2611,North America,
Macao,49,, ,,48,,1,,75,,"4,418","6,730","656,507 ",2021-04-25,"13,398149",Asia,
Saint Kitts and Nevis,44,, ,,44,,0,,822,,"12,381","231,399","53,505 ",2021-04-25,"1,2164",North America,
Greenland,31,, ,,31,,0,,545,,"20,669","363,571","56,850 ",2021-04-25,"1,8343",North America,
Vatican City,27,, ,,15,,12,,"33,624",,,,803 ,2021-04-25,30,Europe,
Saint Pierre Miquelon,25,, ,,24,,1,,"4,332",,"5,318","921,504","5,771 ",2021-04-25,2311,North America,
Montserrat,20,,1 ,,19,,0,,"4,005",200,"1,313","262,915","4,994 ",2021-04-25,"2504,9944",North America,
Solomon Islands,20,, ,,18,,2,,29,,"4,500","6,424","700,472 ",2021-04-25,"35,024156",Australia/Oceania,
Western Sahara,10,,1 ,,8,,1,,16,2,,,"609,186 ",2021-04-25,"60,919609,186",Africa,
MS Zaandam,9,,2 ,,7,,0,,,,,, ,2021-04-25,,,
Vanuatu,4,,1 ,,3,,0,,13,3,470,"1,502","312,938 ",2021-04-25,"78,235312,938666",Australia/Oceania,
Marshall Islands,4,, ,,4,,0,,67,,,,"59,514 ",2021-04-25,"14,879",Australia/Oceania,
Samoa,3,, ,,2,,1,,15,,,,"199,485 ",2021-04-25,"66,495",Australia/Oceania,
Micronesia,1,, ,,1,,0,,9,,,,"116,001 ",2021-04-25,"116,001",Australia/Oceania,
China,"90,588",+13,"4,636 ",,"85,644",+10,308,4,63,3,"160,000,000","111,163","1,439,323,776 ",2021-04-25,"15,889310,4679",Asia,0.01
USA,"32,824,389",,"586,152 ",,"25,379,831",,"6,858,406","9,912","98,695","1,762","439,643,492","1,321,898","332,584,983 ",2021-04-26,105671,North America,
India,"17,313,163","+6,863","195,123 ",+7,"14,304,382","+7,742","2,813,658","8,944","12,446",140,"279,321,177","200,799","1,391,049,556 ",2021-04-26,"807,1295",Asia,5.0
Brazil,"14,340,787",,"390,925 ",,"12,809,169",,"1,140,693","8,318","67,079","1,829","43,538,104","203,648","213,790,656 ",2021-04-26,155475,South America,
France,"5,498,044",,"102,858 ",,"4,363,098",,"1,032,088","5,978","84,079","1,573","74,505,035","1,139,371","65,391,401 ",2021-04-26,126361,Europe,
Russia,"4,771,372","+8,803","108,588 ",+356,"4,394,639","+6,631","268,145","2,300","32,684",744,"128,000,000","876,799","145,985,566 ",2021-04-26,"311,3441",Europe,60.0
Turkey,"4,629,969",,"38,358 ",,"4,073,644",,"517,967","3,590","54,421",451,"45,884,258","539,322","85,077,620 ",2021-04-26,"182,2182",Asia,
UK,"4,404,882",,"127,428 ",,"4,193,828",,"83,626",243,"64,610","1,869","148,737,754","2,181,648","68,176,784 ",2021-04-26,155350,Europe,
Italy,"3,962,674",,"119,238 ",,"3,382,224",,"461,212","2,862","65,619","1,974","57,126,017","945,965","60,389,176 ",2021-04-26,155061,Europe,
Spain,"3,468,617",,"77,591 ",,"3,163,849",,"227,177","2,297","74,164","1,659","44,374,223","948,784","46,769,568 ",2021-04-26,136031,Europe,
Germany,"3,298,201",,"82,237 ",,"2,910,100","+16,200","305,864","5,049","39,263",979,"54,061,332","643,568","84,002,536 ",2021-04-26,"251,0212",Europe,
Argentina,"2,860,884",,"61,644 ",,"2,518,167",,"281,073","4,942","62,830","1,354","10,733,477","235,727","45,533,475 ",2021-04-26,167394,South America,
Colombia,"2,774,464",,"71,351 ",,"2,588,204",,"114,909","5,645","54,058","1,390","14,398,609","280,542","51,324,269 ",2021-04-26,187194,South America,
Poland,"2,762,323","+3,451","65,437 ",+22,"2,455,005","+15,593","241,881","3,101","73,053","1,731","14,057,613","371,769","37,812,743 ",2021-04-26,145783,Europe,91.0
Iran,"2,417,230","+21,026","70,070 ",+496,"1,892,229","+14,712","454,931","5,244","28,483",826,"15,313,657","180,443","84,867,186 ",2021-04-26,"351,2116",Asia,248.0
Mexico,"2,328,391","+1,653","214,947 ",+94,"1,850,680","+2,503","262,764","4,798","17,906","1,653","6,538,675","50,284","130,035,254 ",2021-04-26,5660520,North America,13.0
Ukraine,"2,030,333","+5,062","42,518 ",+195,"1,579,438","+6,910","408,377",177,"46,654",977,"9,240,911","212,343","43,518,765 ",2021-04-26,"211,0245",Europe,116.0
Peru,"1,761,575",,"59,724 ",,"1,688,091",,"13,760","2,618","52,828","1,791","10,862,019","325,745","33,345,194 ",2021-04-26,195583,South America,
Indonesia,"1,647,138","+5,944","44,770 ",+176,"1,501,715","+5,589","100,653",,"5,971",162,"14,285,614","51,782","275,877,577 ",2021-04-26,"1676,16219",Asia,22.0
Czechia,"1,620,206",+820,"29,002 ",+21,"1,537,362",+38,"53,842",694,"151,065","2,704","17,124,014","1,596,615","10,725,199 ",2021-04-26,73701,Europe,76.0
South Africa,"1,575,471",,"54,148 ",,"1,501,185",,"20,138",546,"26,294",904,"10,530,979","175,760","59,916,811 ",2021-04-26,"381,1076",Africa,
Netherlands,"1,461,137",,"17,049 ",,"1,219,160",,"224,928",835,"85,119",993,"12,274,847","715,075","17,165,817 ",2021-04-26,"121,0071",Europe,
Canada,"1,178,987",,"23,965 ",,"1,068,792",,"86,230","1,355","31,016",630,"30,809,196","810,520","38,011,650 ",2021-04-26,"321,5861",North America,
Chile,"1,169,536",,"25,856 ",,"1,099,918",,"43,762","3,353","60,756","1,343","12,777,259","663,759","19,249,845 ",2021-04-26,167452,South America,
Romania,"1,047,520","+1,256","27,511 ",+117,"975,703","+3,227","44,306","1,354","54,750","1,438","8,122,474","424,535","19,132,659 ",2021-04-26,186952,Europe,66.0
Iraq,"1,031,322",,"15,257 ",,"905,301",,"110,764",526,"25,183",373,"9,116,609","222,608","40,953,706 ",2021-04-26,"402,6844",Asia,
Philippines,"1,006,428","+8,929","16,853 ",+70,"914,952","+11,333","74,623",750,"9,086",152,"11,517,226","103,977","110,766,886 ",2021-04-26,"1106,57310",Asia,81.0
Belgium,"974,418","+2,377","24,024 ",+34,"830,618","+5,482","119,776",886,"83,779","2,066","12,289,480","1,056,636","11,630,763 ",2021-04-26,124841,Europe,204.0
Sweden,"938,343",,"13,923 ",,"772,336",,"152,084",403,"92,442","1,372","8,482,276","835,643","10,150,596 ",2021-04-26,117291,Europe,
Israel,"838,084",+60,"6,352 ",,"830,012",+29,"1,720",150,"91,120",691,"14,089,536","1,531,873","9,197,590 ",2021-04-26,"111,4481",Asia,7.0
Portugal,"834,442",,"16,965 ",,"792,685",,"24,792",98,"82,030","1,668","10,226,293","1,005,298","10,172,403 ",2021-04-26,126001,Europe,
Pakistan,"800,452","+4,825","17,187 ",+70,"694,046","+4,234","89,219","4,862","3,568",77,"11,588,932","51,651","224,371,285 ",2021-04-26,"28013,05519",Asia,22.0
Hungary,"771,454","+1,936","26,801 ",+176,"486,435","+4,228","258,218",782,"80,024","2,780","5,297,235","549,489","9,640,300 ",2021-04-26,123602,Europe,201.0
Bangladesh,"748,628","+3,306","11,150 ",+97,"661,693","+4,241","75,785",,"4,509",67,"5,371,287","32,352","166,025,032 ",2021-04-26,"22214,89031",Asia,20.0
Jordan,"702,154",,"8,615 ",,"668,337",,"25,202",729,"68,266",838,"6,610,353","642,681","10,285,590 ",2021-04-26,"151,1942",Asia,
Serbia,"679,667",,"6,227 ",,"619,577",,"53,863",202,"78,046",715,"3,775,363","433,522","8,708,589 ",2021-04-26,"131,3992",Europe,
Switzerland,"651,822","+5,313","10,595 ",,"581,714","+1,361","59,513",240,"74,869","1,217","6,794,311","780,400","8,706,193 ",2021-04-26,138221,Europe,610.0
Austria,"610,545","+1,566","10,098 ",+11,"575,217","+2,062","25,230",517,"67,476","1,116","30,836,351","3,407,974","9,048,293 ",2021-04-26,158960,Europe,173.0
Japan,"562,141",,"9,913 ",,"501,609",,"50,619",864,"4,456",79,"11,426,388","90,571","126,159,919 ",2021-04-26,"22412,72711",Asia,
Lebanon,"520,939",,"7,142 ",,"445,163",,"68,634",641,"76,604","1,050","3,919,971","576,429","6,800,445 ",2021-04-26,139522,Asia,
UAE,"510,738",,"1,571 ",,"492,109",,"17,058",,"51,137",157,"43,116,566","4,317,009","9,987,602 ",2021-04-26,"206,3570",Asia,
Morocco,"509,363",,"8,992 ",,"495,262",,"5,109",233,"13,668",241,"6,221,767","166,954","37,266,452 ",2021-04-26,"734,1446",Africa,
Saudi Arabia,"412,216",,"6,900 ",,"395,557",,"9,759","1,246","11,693",196,"16,586,438","470,480","35,254,297 ",2021-04-26,"865,1092",Asia,
Bulgaria,"397,500",,"15,907 ",,"324,943",,"56,650",746,"57,562","2,303","2,447,180","354,375","6,905,625 ",2021-04-26,174343,Europe,
Malaysia,"395,718","+2,776","1,449 ",+13,"369,556","+1,803","24,713",300,"12,100",44,"9,121,319","278,912","32,703,216 ",2021-04-26,"8322,5704",Asia,85.0
Slovakia,"380,010",+99,"11,531 ",+36,"255,300",,"113,179",341,"69,576","2,111","2,589,457","474,103","5,461,802 ",2021-04-26,144742,Europe,18.0
Ecuador,"373,362",,"18,177 ",,"318,598",,"36,587",636,"20,904","1,018","1,259,992","70,545","17,860,716 ",2021-04-26,4898314,South America,
Panama,"362,967",,"6,209 ",,"352,833",,"3,925",105,"83,060","1,421","2,353,895","538,656","4,369,939 ",2021-04-26,127042,North America,
Belarus,"353,846",+896,"2,502 ",+9,"344,206",+649,"7,138",,"37,457",265,"5,788,360","612,733","9,446,784 ",2021-04-26,"273,7762",Europe,95.0
Greece,"333,129",,"10,007 ",,"291,153",,"31,969",816,"32,089",964,"7,848,074","755,974","10,381,407 ",2021-04-26,"311,0371",Europe,
Croatia,"323,036",+410,"6,905  ",+51,"302,699","+2,207","13,432",259,"79,087","1,691","1,762,625","431,535","4,084,550 ",2021-04-26,135922,Europe,100.0
Azerbaijan,"313,006",,"4,371 ",,"279,179",,"29,456",,"30,646",428,"3,189,536","312,283","10,213,597 ",2021-04-26,"332,3373",Asia,
Kazakhstan,"309,116","+2,716","3,570 ",+20,"263,446","+1,799","42,100",221,"16,304",188,"9,943,652","524,471","18,959,403 ",2021-04-26,"615,3112",Asia,143.0
Georgia,"304,272",+521,"4,043 ",+18,"287,029","+1,058","13,200",,"76,394","1,015","4,070,538","1,022,001","3,982,909 ",2021-04-26,139851,Asia,131.0
Nepal,"303,561","+3,442","3,176 ",+12,"277,951",+378,"22,434",,"10,269",107,"2,417,417","81,774","29,562,112 ",2021-04-26,"979,30812",Asia,116.0
Tunisia,"300,342",,"10,304 ",,"249,146",,"40,892",515,"25,198",864,"1,279,495","107,347","11,919,270 ",2021-04-26,"401,1579",Africa,
Bolivia,"297,659",+474,"12,824 ",+12,"245,633",+752,"39,202",71,"25,220","1,087","1,111,484","94,174","11,802,463 ",2021-04-26,4092011,South America,40.0
Palestine,"292,052","+1,080","3,184 ",+17,"264,660","+2,058","24,208",137,"56,191",613,"1,722,666","331,444","5,197,455 ",2021-04-26,"181,6323",Asia,208.0
Paraguay,"267,082",,"5,900 ",,"219,647",,"41,535",514,"37,075",819,"1,065,362","147,889","7,203,798 ",2021-04-26,"271,2217",South America,
Kuwait,"266,949",,"1,516 ",,"250,074",,"15,359",222,"61,767",351,"2,280,865","527,747","4,321,891 ",2021-04-26,"162,8512",Asia,
Dominican Republic,"264,863",,"3,454 ",,"221,825",,"39,584",177,"24,218",316,"1,393,432","127,412","10,936,462 ",2021-04-26,"413,1668",North America,
Ethiopia,"252,279",,"3,551 ",,"192,747",,"55,981","1,010","2,151",30,"2,550,394","21,748","117,268,380 ",2021-04-26,"46533,02446",Africa,
Moldova,"249,139",,"5,730 ",,"237,405",,"6,004",222,"61,878","1,423","968,355","240,507","4,026,300 ",2021-04-26,167034,Europe,
Denmark,"248,326",+704,"2,477 ",+2,"236,159",+537,"9,690",39,"42,750",426,"35,631,425","6,133,997","5,808,843 ",2021-04-26,"232,3450",Europe,121.0
Ireland,"246,633",,"4,873 ",,"229,064",+609,"12,696",46,"49,498",978,"4,387,769","880,607","4,982,666 ",2021-04-26,"201,0231",Europe,
Lithuania,"241,872",+514,"3,857 ",+7,"218,011",+100,"20,004",214,"89,877","1,433","2,721,117","1,011,140","2,691,137 ",2021-04-26,116981,Europe,191.0
Costa Rica,"238,760",,"3,143 ",,"199,982",,"35,635",303,"46,524",612,"932,115","181,628","5,131,996 ",2021-04-26,"211,6336",North America,
Slovenia,"237,219",+191,"4,214 ",+6,"222,643",+285,"10,362",158,"114,093","2,027","1,160,553","558,181","2,079,171 ",2021-04-26,94932,Europe,92.0
Egypt,"222,523",,"13,049 ",,"167,024",,"42,450",90,"2,142",126,"2,677,262","25,768","103,900,283 ",2021-04-26,"4677,96239",Africa,
Guatemala,"221,698",,"7,410 ",,"196,657",,"17,631",5,"12,192",407,"1,222,310","67,217","18,184,472 ",2021-04-26,"822,45415",North America,
Armenia,"213,469",+181,"4,040 ",+22,"194,900",+820,"14,529",,"71,929","1,361","965,692","325,394","2,967,764 ",2021-04-26,147353,Asia,61.0
Honduras,"206,907",+526,"5,141 ",+41,"77,679",+140,"124,087",596,"20,624",512,"607,121","60,515","10,032,556 ",2021-04-26,"481,95117",North America,52.0
Qatar,"202,201",,428 ,,"181,522",,"20,251",431,"72,014",152,"1,880,180","669,626","2,807,805 ",2021-04-26,"146,5601",Asia,
Bosnia and Herzegovina,"194,733",,"8,203 ",,"153,408",,"33,122",,"59,659","2,513","887,506","271,898","3,264,119 ",2021-04-26,173984,Europe,
Venezuela,"191,518",,"2,047 ",,"173,097",,"16,374",293,"6,751",72,"3,359,014","118,400","28,370,074 ",2021-04-26,"14813,8598",South America,
Oman,"190,270","+1,454","1,983 ",+6,"169,784","+1,014","18,503",274,"36,508",380,"1,550,000","297,407","5,211,714 ",2021-04-26,"272,6283",Asia,279.0
Uruguay,"184,865",,"2,326 ",,"154,489",,"28,050",531,"53,068",668,"1,734,515","497,916","3,483,552 ",2021-04-26,"191,4982",South America,
Libya,"175,753",+467,"3,005 ",+9,"161,160",+517,"11,588",,"25,298",433,"948,581","136,540","6,947,251 ",2021-04-26,"402,3127",Africa,67.0
Bahrain,"171,370",,624 ,,"160,089",,"10,657",93,"97,968",357,"4,013,356","2,294,330","1,749,250 ",2021-04-26,"102,8030",Asia,
Nigeria,"164,719",,"2,062 ",,"154,926",,"7,731",11,783,10,"1,870,915","8,897","210,274,756 ",2021-04-26,"1,277101,976112",Africa,
Kenya,"156,787",,"2,622 ",,"106,588",,"47,577",207,"2,865",48,"1,645,209","30,060","54,730,994 ",2021-04-26,"34920,87433",Africa,
North Macedonia,"150,588",,"4,677 ",,"129,053",,"16,858",124,"72,283","2,245","709,457","340,544","2,083,304 ",2021-04-26,144453,Europe,
Myanmar,"142,722",+10,"3,207 ",+1,"131,932",+2,"7,583",,"2,609",59,"2,567,294","46,928","54,707,069 ",2021-04-26,"38317,05921",Asia,0.2
Albania,"130,537",,"2,378 ",,"105,728",,"22,431",18,"45,401",827,"622,711","216,578","2,875,230 ",2021-04-26,"221,2095",Europe,
Algeria,"120,922",,"3,207 ",,"84,299",,"33,416",20,"2,718",72,"230,861","5,189","44,493,653 ",2021-04-26,"36813,874193",Africa,
Estonia,"120,378",+163,"1,145 ",+2,"107,906",+608,"11,327",59,"90,696",863,"1,264,876","952,995","1,327,264 ",2021-04-26,"111,1591",Europe,123.0
S. Korea,"119,387",+500,"1,817 ",+4,"108,850",+375,"8,720",132,"2,327",35,"8,672,979","169,047","51,305,214 ",2021-04-26,"43028,2366",Asia,10.0
Latvia,"115,536",+220,"2,106 ",+4,"105,622",+368,"7,808",78,"61,813","1,127","2,219,303","1,187,359","1,869,109 ",2021-04-26,168881,Europe,118.0
Norway,"110,612",,736 ,,"88,952",,"20,924",38,"20,274",135,"5,084,200","931,893","5,455,775 ",2021-04-26,"497,4131",Europe,
Cuba,"101,503",,591 ,,"95,095",,"5,817",66,"8,966",52,"3,517,959","310,747","11,320,968 ",2021-04-26,"11219,1563",North America,
Sri Lanka,"101,379",,642 ,,"94,311",,"6,426",,"4,718",30,"2,374,627","110,517","21,486,483 ",2021-04-26,"21233,4689",Asia,
Montenegro,"96,660",,"1,465 ",,"92,609",,"2,586",69,"153,885","2,332","369,434","588,148","628,131 ",2021-04-26,64292,Europe,
Kyrgyzstan,"94,030",+199,"1,584 ",+2,"88,212",+146,"4,234",25,"14,222",240,"967,200","146,288","6,611,602 ",2021-04-26,"704,1747",Asia,30.0
Ghana,"92,166",,777 ,,"89,920",,"1,469",8,"2,917",25,"1,063,581","33,659","31,598,729 ",2021-04-26,"34340,66830",Africa,
Zambia,"91,358",,"1,246 ",,"89,574",,538,39,"4,859",66,"1,378,946","73,348","18,800,113 ",2021-04-26,"20615,08814",Africa,
Uzbekistan,"89,355",+328,645 ,+2,"85,976",+212,"2,734",23,"2,639",19,"1,377,915","40,690","33,863,395 ",2021-04-26,"37952,50125",Asia,10.0
Finland,"85,937",+133,906 ,+3,"46,000",,"39,031",33,"15,490",163,"4,388,604","791,061","5,547,747 ",2021-04-26,"656,1231",Europe,24.0
Mozambique,"69,665",,807 ,,"62,501",,"6,357",43,"2,180",25,"512,219","16,025","31,963,234 ",2021-04-26,"45939,60762",Africa,
El Salvador,"68,468",,"2,106 ",+3,"64,405",,"1,957",33,"10,513",323,"902,426","138,560","6,512,893 ",2021-04-26,"953,0937",North America,
Luxembourg,"66,007",,790 ,,"62,183",,"3,034",30,"104,071","1,246","2,606,391","4,109,413","634,249 ",2021-04-26,108030,Europe,
Cameroon,"65,998",,991 ,,"57,821",,"7,186",385,"2,437",37,"1,257,949","46,452","27,080,653 ",2021-04-26,"41027,32722",Africa,
Cyprus,"62,349",,298 ,,"39,061",,"22,990",74,"51,336",245,"4,679,556","3,853,005","1,214,521 ",2021-04-26,"194,0760",Asia,
Singapore,"61,051",+45,30 ,,"60,662",,359,1,"10,369",5,"9,278,789","1,575,928","5,887,825 ",2021-04-26,"96196,2611",Asia,8.0
Afghanistan,"59,225",+204,"2,598 ",+6,"52,520",+31,"4,107","1,124","1,494",66,"397,014","10,016","39,638,567 ",2021-04-26,"66915,257100",Asia,5.0
Thailand,"57,508","+2,048",148 ,+8,"31,593",+480,"25,767",1,822,2,"8,124,896","116,165","69,942,921 ",2021-04-26,"1,216472,5879",Asia,29.0
Namibia,"47,776",,625 ,,"45,558",,"1,593",40,"18,530",242,"381,182","147,845","2,578,248 ",2021-04-26,"544,1257",Africa,
Botswana,"45,855",,691 ,,"41,338",,"3,826",1,"19,185",289,"982,095","410,896","2,390,128 ",2021-04-26,"523,4592",Africa,
Ivory Coast,"45,852",,282 ,,"45,374",,196,,"1,704",10,"573,182","21,302","26,906,953 ",2021-04-26,"58795,41547",Africa,
Jamaica,"45,004",,760 ,,"20,519",,"23,725",32,"15,144",256,"324,603","109,231","2,971,709 ",2021-04-26,"663,9109",North America,
Uganda,"41,655",,341 ,,"40,898",,416,24,888,7,"1,006,723","21,462","46,906,917 ",2021-04-26,"1,126137,55747",Africa,
Senegal,"40,166",+31,"1,104 ",+2,"38,904",+43,158,11,"2,349",65,"474,778","27,763","17,100,820 ",2021-04-26,"42615,49036",Africa,2.0
Zimbabwe,"38,086",,"1,557 ",,"35,123",,"1,406",12,"2,533",104,"405,684","26,976","15,038,750 ",2021-04-26,"3959,65937",Africa,
Madagascar,"36,045",+299,605 ,+6,"28,868",+439,"6,572",402,"1,275",21,"177,790","6,290","28,266,966 ",2021-04-26,"78446,722159",Africa,11.0
Malawi,"34,016",,"1,147 ",,"31,908",,961,6,"1,742",59,"230,514","11,803","19,529,866 ",2021-04-26,"57417,02785",Africa,
Sudan,"32,695",,"2,300 ",,"26,411",,"3,984",,732,51,"232,965","5,214","44,678,370 ",2021-04-26,"1,36719,425192",Africa,
Mongolia,"31,339",+856,80 ,+2,"16,815","+1,412","14,444",64,"9,436",24,"2,652,302","798,606","3,321,166 ",2021-04-26,"10641,5151",Asia,258.0
Malta,"30,189",+15,413 ,,"29,354",+58,422,,"68,223",933,"860,279","1,944,120","442,503 ",2021-04-26,"151,0711",Europe,34.0
Australia,"29,695",+29,910 ,,"28,522",,263,1,"1,154",35,"16,615,179","645,486","25,740,587 ",2021-04-26,"86728,2862",Australia/Oceania,1.0
DRC,"29,576",,756 ,,"26,156",,"2,664",,322,8,"147,505","1,608","91,760,108 ",2021-04-26,"3,103121,376622",Africa,
Maldives,"27,874",,71 ,,"24,309",,"3,494",90,"50,840",129,"708,923","1,293,016","548,271 ",2021-04-26,"207,7221",Asia,
Angola,"25,609",,579 ,,"23,092",,"1,938",24,760,17,"455,499","13,520","33,691,594 ",2021-04-26,"1,31658,18974",Africa,
Rwanda,"24,593",,330 ,,"22,941",,"1,322",6,"1,861",25,"1,289,120","97,571","13,212,078 ",2021-04-26,"53740,03710",Africa,
Gabon,"22,433",,138 ,,"19,074",,"3,221",22,"9,890",61,"710,576","313,269","2,268,260 ",2021-04-26,"10116,4373",Africa,
Cabo Verde,"22,349",,203 ,,"19,204",,"2,942",23,"39,845",362,"144,736","258,042","560,901 ",2021-04-26,"252,7634",Africa,
Syria,"22,135",,"1,537 ",,"15,913",,"4,685",,"1,240",86,"103,566","5,804","17,844,811 ",2021-04-26,"80611,610172",Asia,
Guinea,"21,985",+32,141 ,+1,"19,271",+41,"2,573",24,"1,638",11,"426,965","31,814","13,420,832 ",2021-04-26,"61095,18331",Africa,2.0
Mayotte,"19,849",,169 ,,"2,964",,"16,716",5,"71,362",608,"165,683","595,673","278,144 ",2021-04-26,"141,6462",Africa,
Réunion,"19,343",,141 ,,"17,653",,"1,549",36,"21,480",157,"100,098","111,156","900,518 ",2021-04-26,"476,3879",Africa,
French Guiana,"18,826",,98 ,,"9,995",,"8,733",14,"61,736",321,"208,396","683,389","304,945 ",2021-04-26,"163,1121",South America,
French Polynesia,"18,734",,141 ,,"4,842",,"13,751",4,"66,378",500,"26,355","93,381","282,232 ",2021-04-26,"152,00211",Australia/Oceania,
Eswatini,"18,442",,671 ,,"17,737",,34,3,"15,763",574,"182,826","156,269","1,169,941 ",2021-04-26,"631,7446",Africa,
Mauritania,"18,257",,454 ,,"17,587",,216,14,"3,845",96,"228,502","48,121","4,748,515 ",2021-04-26,"26010,45921",Africa,
Somalia,"13,670",,698 ,,"5,679",,"7,293",,841,43,"109,233","6,721","16,251,643 ",2021-04-26,"1,18923,283149",Africa,
Guadeloupe,"13,669",,185 ,,"2,242",,"11,242",23,"34,157",462,"171,662","428,962","400,180 ",2021-04-26,"292,1632",North America,
Mali,"13,627",,467 ,,"8,071",,"5,089",,658,23,"249,766","12,053","20,722,146 ",2021-04-26,"1,52144,37383",Africa,
Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,370",9,,,"9,711,190 ",2021-04-26,"730107,902",Asia,
Burkina Faso,"13,263",,156 ,,"12,937",,170,,621,7,"178,827","8,369","21,366,688 ",2021-04-26,"1,611136,966119",Africa,
Andorra,"13,060",,124 ,,"12,491",,445,24,"168,808","1,603","193,595","2,502,327","77,366 ",2021-04-26,66240,Europe,
Haiti,"12,958",,251 ,,"11,945",,762,,"1,125",22,"60,085","5,218","11,515,590 ",2021-04-26,"88945,879192",North America,
